"AXB","Alexandria Bay","Alexandria Bay","United States","US",44.252500,-75.901389,67,"Verenigde Staten",\N,5106950,6252001
"AEX","Alexandria International","Alexandria, LA","United States","US",31.327500,-92.548611,67,"Verenigde Staten",\N,5082573,6252001
"AXG","Algona","Algona","United States","US",43.066667,-94.233333,67,"Verenigde Staten",\N,5785484,6252001
"ALZ","Alitak SPB","Alitak","United States","US",56.895833,-154.245833,67,"Verenigde Staten",\N,\N,6252001
"AET","Allakaket","Allakaket","United States","US",66.550000,-152.650000,67,"Verenigde Staten",\N,\N,6252001
"AGC","Allegheny County","Pittsburgh","United States","US",40.350000,-79.933333,67,"Verenigde Staten","Pittsburgh",5206379,6252001
"AOH","Allen County","Lima","United States","US",40.716667,-84.033333,67,"Verenigde Staten",\N,5160783,6252001
"AIA","Alliance","Alliance","United States","US",42.066667,-102.800000,67,"Verenigde Staten",\N,5693164,6252001
"APN","Alpena County Regional","Alpena","United States","US",45.083333,-83.550000,67,"Verenigde Staten",\N,4984075,6252001
"ALE","Alpine","Alpine","United States","US",30.386111,-103.683333,67,"Verenigde Staten",\N,5770732,6252001
"ALN","Alton","Alton","United States","US",38.891667,-90.172222,67,"Verenigde Staten",\N,5082602,6252001
"LTS","Altus AFB","Altus","United States","US",34.650000,-99.350000,67,"Verenigde Staten",\N,4529292,6252001
"AQY","Alyeska","Alyeska","United States","US",60.966667,-149.116667,67,"Verenigde Staten",\N,\N,6252001
"ABL","Ambler","Ambler","United States","US",67.100000,-157.816667,67,"Verenigde Staten",\N,5178225,6252001
"AHT","Amchitka","Amchitka","United States","US",51.500000,179.000000,67,"Verenigde Staten",\N,\N,6252001
"AHC","Amedee AAF","Herlong","United States","US",60.572222,4.951667,67,"Verenigde Staten",\N,\N,6252001
"AMW","Ames","Ames","United States","US",42.000000,-93.616667,67,"Verenigde Staten","Ames",4846834,6252001
"AOS","Amook","Amook","United States","US",57.466667,-153.833333,67,"Verenigde Staten",\N,\N,6252001
"OTS","Anacortes","Anacortes","United States","US",48.500000,-122.616667,67,"Verenigde Staten",\N,5785657,6252001
"AKP","Anaktuvuk","Anaktuvuk","United States","US",68.133333,-151.733333,67,"Verenigde Staten",\N,\N,6252001
"AND","Anderson","Anderson","United States","US",34.500000,-82.716667,67,"Verenigde Staten",\N,5558857,6252001
"AAP","Andrau Airpark","Houston, TX","United States","US",29.723889,-95.588333,67,"Verenigde Staten",\N,5864312,6252001
"ADR","Andrews","Andrews","United States","US",33.450000,-79.566667,67,"Verenigde Staten",\N,5516288,6252001
"ADW","Andrews AFB","Camp Springs","United States","US",38.800000,-76.916667,67,"Verenigde Staten",\N,4350288,6252001
"NSF","Andrews NAF","Camp Springs","United States","US",19.350000,100.550000,67,"Verenigde Staten",\N,4350288,6252001
"AXX","Angel Fire","Angel Fire","United States","US",36.416667,-105.283333,67,"Verenigde Staten",\N,\N,6252001
"AGN","Angoon","Angoon","United States","US",57.500000,-134.583333,67,"Verenigde Staten",\N,\N,6252001
"ANI","Aniak","Aniak","United States","US",61.583333,-159.533333,67,"Verenigde Staten",\N,\N,6252001
"AMK","Animas Airpark","Durango","United States","US",14.466667,-87.850000,67,"Verenigde Staten",\N,5420241,6252001
"AIB","Anita Bay","Anita Bay","United States","US",56.233333,-132.383333,67,"Verenigde Staten",\N,\N,6252001
"ANN","Annette Island","Annette Island","United States","US",55.033333,-131.566667,67,"Verenigde Staten",\N,\N,6252001
"ANB","Anniston Metropolitan","Anniston","United States","US",33.588056,-85.858056,67,"Verenigde Staten",\N,4830198,6252001
"ANY","Anthony","Anthony","United States","US",37.150000,-98.033333,67,"Verenigde Staten",\N,5516368,6252001
"ATE","Antlers","Antlers","United States","US",34.233333,-95.616667,67,"Verenigde Staten",\N,4529418,6252001
"ACB","Antrim County","Bellaire","United States","US",44.983333,-85.202778,67,"Verenigde Staten",\N,5146946,6252001
"ANV","Anvik","Anvik","United States","US",62.650000,-160.216667,67,"Verenigde Staten",\N,\N,6252001
"CIB","Ap In The Sky","Catalina Island","United States","US",33.416389,-118.416389,67,"Verenigde Staten",\N,\N,6252001
"APV","Apple Valley","Apple Valley","United States","US",34.575278,-117.186111,67,"Verenigde Staten",\N,5324363,6252001
"RKP","Aransas County","Rockport","United States","US",28.083333,-97.033333,67,"Verenigde Staten",\N,4976817,6252001
"MGI","Aransas National Wildlife Refuge","Matagorda Island, TX","United States","US",11.116944,124.466944,67,"Verenigde Staten",\N,\N,6252001
"APA","Arapahoe Co","Denver","United States","US",39.566667,-104.833333,67,"Verenigde Staten","Denver",5419384,6252001
"ACV","Arcata","Arcata","United States","US",40.983333,-124.100000,67,"Verenigde Staten",\N,5558953,6252001
"ARC","Arctic Village","Arctic Village","United States","US",68.116667,-145.583333,67,"Verenigde Staten",\N,\N,6252001
"ADM","Ardmore Municipal Arpt","Ardmore","United States","US",34.966667,-86.883333,67,"Verenigde Staten",\N,5178481,6252001
"WLD","Arkansas City","Winfield","United States","US",37.166667,-97.050000,67,"Verenigde Staten",\N,4928354,6252001
"TUH","Arnold AFS","Tullahoma","United States","US",52.777222,-8.404167,67,"Verenigde Staten",\N,4663494,6252001
"ATS","Artesia","Artesia","United States","US",32.850000,-104.466667,67,"Verenigde Staten",\N,5455796,6252001
"ARX","Asbury Park","Neptune, NJ","United States","US",40.219444,-74.090000,67,"Verenigde Staten",\N,\N,6252001
"AVL","Asheville Regional Airport","Fletcher","United States","US",35.436111,-82.541667,67,"Verenigde Staten",\N,4536996,6252001
"ASX","Ashland","Ashland","United States","US",46.548611,-90.918889,67,"Verenigde Staten",\N,5711789,6252001
"ASY","Ashley","Ashley","United States","US",46.033333,-99.366667,67,"Verenigde Staten",\N,5178612,6252001
"JFN","Ashtabula","Jefferson","United States","US",41.733333,-80.766667,67,"Verenigde Staten",\N,5733532,6252001
"ASE","Aspen","Aspen","United States","US",39.223056,-106.868889,67,"Verenigde Staten",\N,5412230,6252001
"AST","Astoria","Astoria","United States","US",46.166667,-123.883333,67,"Verenigde Staten",\N,5711847,6252001
"AHN","Athens","Athens","United States","US",33.950000,-83.333333,67,"Verenigde Staten",\N,5244312,6252001
"AKB","Atka","Atka","United States","US",52.200000,-174.200000,67,"Verenigde Staten",\N,\N,6252001
"NCQ","Atlanta Nas","Marietta, GA","United States","US",34.351111,-84.287222,67,"Verenigde Staten",\N,5802418,6252001
"ACY","Atlantic City Intl","Atlantic City","United States","US",39.466667,-74.583333,67,"Verenigde Staten","Atlantic City",4500546,6252001
"ATT","Atmautluak","Atmautluak","United States","US",61.000000,-162.750000,67,"Verenigde Staten",\N,\N,6252001
"ATK","Atqasuk","Atqasuk","United States","US",70.466667,-157.333333,67,"Verenigde Staten",\N,\N,6252001
"OSX","Attala County","Kosciusko","United States","US",33.083333,-89.550000,67,"Verenigde Staten",\N,4432542,6252001
"AUN","Auburn","Auburn","United States","US",38.900000,-121.066667,67,"Verenigde Staten",\N,5785965,6252001
"LEW","Auburn","Lewiston","United States","US",44.050000,-70.283333,67,"Verenigde Staten",\N,5777244,6252001
"AUO","Auburn-Opelika","Auburn","United States","US",32.616667,-85.433333,67,"Verenigde Staten",\N,5785965,6252001
"AUG","Augusta","Augusta","United States","US",44.316667,-69.800000,67,"Verenigde Staten",\N,5244365,6252001
"AUM","Austin","Austin","United States","US",43.666667,-92.933333,67,"Verenigde Staten",\N,5016884,6252001
"ASQ","Austin","Austin","United States","US",39.500000,-117.066667,67,"Verenigde Staten",\N,5016884,6252001
"AUS","Austin-bergstrom International","Austin","United States","US",30.194444,-97.670000,67,"Verenigde Staten",\N,5016884,6252001
"GRB","Austin-straubel Field","Green Bay","United States","US",44.483333,-88.133333,67,"Verenigde Staten","Green Bay",5254962,6252001
"NRC","Aux Field","Crows Landing","United States","US",37.400000,-121.066667,67,"Verenigde Staten",\N,\N,6252001
"SXC","Avalo Vor/WP","Catalina Island","United States","US",-21.583333,-67.583333,67,"Verenigde Staten",\N,\N,6252001
"AVX","Avalon Bay","Catalina Island","United States","US",33.333333,-118.350000,67,"Verenigde Staten",\N,\N,6252001
"BCJ","Baca Grande","Baca Grande","United States","US",37.966667,-105.766667,67,"Verenigde Staten",\N,\N,6252001
"AIY","Bader Field","Atlantic City","United States","US",39.366667,-74.450000,67,"Verenigde Staten","Atlantic City",4500546,6252001
"BGT","Bagdad","Bagdad, AZ","United States","US",34.593056,-113.170278,67,"Verenigde Staten",\N,5552575,6252001
"BKE","Baker","Baker","United States","US",44.833333,-117.816667,67,"Verenigde Staten",\N,5638252,6252001
"BAR","Baker Aaf","Baker Island","United States","US",0.216667,-176.516667,67,"Verenigde Staten",\N,\N,6252001
"MLJ","Baldwin County","Milledgeville","United States","US",33.150000,-83.250000,67,"Verenigde Staten",\N,4209448,6252001
"GBO","Baltimore Greenbelt T","Baltimore","United States","US",39.186111,-76.683333,67,"Verenigde Staten",\N,4505716,6252001
"ZBP","Baltimore Rail","Baltimore","United States","US",4.666667,-74.516667,67,"Verenigde Staten",\N,4505716,6252001
"BWI","Baltimore/Washington International Thurgood Marshall","Baltimore, MD","United States","US",39.175278,-76.668333,67,"Verenigde Staten",\N,4505716,6252001
"BGR","Bangor International Airport","Bangor","United States","US",44.800000,-68.816667,67,"Verenigde Staten",\N,5244626,6252001
"BNG","Banning","Banning","United States","US",33.933333,-116.866667,67,"Verenigde Staten",\N,5326032,6252001
"BHB","Bar Harbor","Bar Harbor","United States","US",44.450000,-68.366667,67,"Verenigde Staten",\N,4957320,6252001
"NAX","Barbers Point","Barbers Point","United States","US",18.433333,-72.383333,67,"Verenigde Staten",\N,\N,6252001
"NHX","Barin Olf Osn","Foley","United States","US",30.416667,-87.683333,67,"Verenigde Staten",\N,5027025,6252001
"BKH","Barking Sands PMRF","Kekaha","United States","US",22.024722,-159.789444,67,"Verenigde Staten",\N,5849164,6252001
"PAH","Barkley Regional","Paducah, KY","United States","US",37.060278,-88.773056,67,"Verenigde Staten",\N,5527891,6252001
"BNH","Barnes","Hartford","United States","US",41.766389,-72.683333,67,"Verenigde Staten",\N,5255628,6252001
"HYA","Barnstable","Hyannis","United States","US",41.669444,-70.280278,67,"Verenigde Staten",\N,4940190,6252001
"BNL","Barnwell Regional","Barnwell, SC","United States","US",33.257778,-81.388333,67,"Verenigde Staten",\N,4570015,6252001
"DAG","Barstow-Daggett","Daggett","United States","US",34.850000,-116.783333,67,"Verenigde Staten",\N,\N,6252001
"BTI","Barter Island","Barter Island","United States","US",70.133333,-143.633333,67,"Verenigde Staten",\N,\N,6252001
"BVO","Bartlesville","Bartlesville","United States","US",36.766667,-96.000000,67,"Verenigde Staten",\N,4529987,6252001
"BQV","Bartlett SPB","Gustavus","United States","US",58.450000,-135.883333,67,"Verenigde Staten",\N,\N,6252001
"BSZ","Bartletts","Bartletts","United States","US",58.266667,-157.483333,67,"Verenigde Staten",\N,\N,6252001
"BOW","Bartow","Bartow","United States","US",27.933333,-81.783333,67,"Verenigde Staten",\N,4146723,6252001
"NBP","Battery Pk City/N. Cov","New York","United States","US",5.500000,-70.483333,67,"Verenigde Staten","New York City",5128581,6252001
"BDE","Baudette","Baudette","United States","US",54.383333,19.700000,67,"Verenigde Staten",\N,5017385,6252001
"BBC","Bay City","Bay City","United States","US",28.983333,-95.966667,67,"Verenigde Staten",\N,5712837,6252001
"PFN","Bay County","Panama City","United States","US",30.216667,-85.683333,67,"Verenigde Staten",\N,4167694,6252001
"HPY","Baytown","Baytown","United States","US",29.733333,-94.966667,67,"Verenigde Staten",\N,4672731,6252001
"BCC","Bear Creek","Bear Creek","United States","US",57.617500,-155.867222,67,"Verenigde Staten",\N,5880147,6252001
"BIE","Beatrice","Beatrice","United States","US",40.316667,-96.750000,67,"Verenigde Staten",\N,5063646,6252001
"BTY","Beatty","Beatty","United States","US",52.900000,-1.783333,67,"Verenigde Staten",\N,5550561,6252001
"BMT","Beaumont Muni","Beaumont","United States","US",18.500000,-73.950000,67,"Verenigde Staten",\N,5327098,6252001
"DRI","Beauregard Parish","De Ridder","United States","US",53.200000,5.450000,67,"Verenigde Staten",\N,\N,6252001
"WBQ","Beaver","Beaver","United States","US",66.350000,-147.400000,67,"Verenigde Staten",\N,5534882,6252001
"BFP","Beaver Falls","Beaver Falls","United States","US",40.766667,-80.400000,67,"Verenigde Staten",\N,5179478,6252001
"JAO","Beaver Ruin","Atlanta","United States","US",9.716667,-82.983333,67,"Verenigde Staten",\N,4883772,6252001
"BKW","Beckley","Beckley","United States","US",37.783333,-81.116667,67,"Verenigde Staten",\N,4798308,6252001
"BEC","Beech","Wichita","United States","US",37.686389,-97.221111,67,"Verenigde Staten","Wichita",4281730,6252001
"PSB","Bellefonte","Bellefonte","United States","US",60.933333,7.200000,67,"Verenigde Staten",\N,5179799,6252001
"BLV","Belleville","Belleville","United States","US",44.166667,-77.383333,67,"Verenigde Staten",\N,5245354,6252001
"BLI","Bellingham","Bellingham","United States","US",48.800000,-122.533333,67,"Verenigde Staten",\N,5786899,6252001
"BLW","Bellows Field","Waimanalo","United States","US",21.350000,-157.716667,67,"Verenigde Staten",\N,5854532,6252001
"BJI","Bemidji","Bemidji","United States","US",47.516667,-94.933333,67,"Verenigde Staten",\N,5017822,6252001
"CKB","Benedum","Clarksburg","United States","US",39.300000,-80.233333,67,"Verenigde Staten",\N,4802316,6252001
"BTN","Bennettsville","Bennettsville","United States","US",34.616667,-79.683333,67,"Verenigde Staten",\N,4570634,6252001
"JBK","Berkeley","Berkeley","United States","US",37.950000,-122.300000,67,"Verenigde Staten","Berkeley",5327684,6252001
"BML","Berlin Municipal Airport","Berlin","United States","US",44.575278,-71.175833,67,"Verenigde Staten",\N,5245497,6252001
"UDD","Bermuda Dunes","Palm Springs","United States","US",33.733333,-116.266667,67,"Verenigde Staten","Palm Springs",5380668,6252001
"BTM","Bert Mooney Airport","Butte,","United States","US",45.954722,-112.497500,67,"Verenigde Staten",\N,5858289,6252001
"UIZ","Berz-Macomb","Utica","United States","US",37.066667,10.066667,67,"Verenigde Staten",\N,5174913,6252001
"BET","Bethel Airport","Bethel","United States","US",60.783333,-161.833333,67,"Verenigde Staten",\N,5880568,6252001
"BTT","Bettles","Bettles","United States","US",66.916667,-151.516667,67,"Verenigde Staten",\N,\N,6252001
"BVY","Beverly Municiple Airport","Beverly","United States","US",42.516667,-70.833333,67,"Verenigde Staten",\N,5095691,6252001
"BHC","Bhurban Heliport","Bhurban","United States","US",35.150000,-114.566667,67,"Verenigde Staten",\N,\N,6252001
"BYS","Bicycle Lake AAF","Fort Irwin","United States","US",35.283333,-116.633333,67,"Verenigde Staten",\N,\N,6252001
"RBF","Big Bear City Arpt","Big Bear","United States","US",34.266667,-116.850000,67,"Verenigde Staten",\N,\N,6252001
"BIC","Big Creek","Big Creek","United States","US",57.666667,-157.583333,67,"Verenigde Staten",\N,\N,6252001
"BGQ","Big Lake","Big Lake","United States","US",61.533333,-149.816667,67,"Verenigde Staten",\N,5880661,6252001
"BMX","Big Mountain","Big Mountain","United States","US",59.366667,-155.266667,67,"Verenigde Staten",\N,\N,6252001
"BPI","Big Piney-marbleton","Big Piney","United States","US",42.583333,-110.116667,67,"Verenigde Staten",\N,\N,6252001
"WBR","Big Rapids","Big Rapids","United States","US",43.716667,-85.500000,67,"Verenigde Staten",\N,4986020,6252001
"BIF","Biggs Aaf","El Paso","United States","US",31.849444,-106.380000,67,"Verenigde Staten","El Paso",5520993,6252001
"BIL","Billings","Billings","United States","US",45.800000,-108.533333,67,"Verenigde Staten",\N,5640350,6252001
"KBC","Birch Creek","Birch Creek","United States","US",66.266667,-145.800000,67,"Verenigde Staten",\N,\N,6252001
"ESP","Birchwood-Pocono","East Stroudsburg","United States","US",41.000000,-75.183333,67,"Verenigde Staten",\N,5188075,6252001
"BHM","Birmingham","Birmingham","United States","US",33.566667,-86.750000,67,"Verenigde Staten",\N,4986172,6252001
"BSQ","Bisbee Municipal Arpt","Bisbee","United States","US",31.363889,-109.881111,67,"Verenigde Staten",\N,5284905,6252001
"DUG","Bisbee-Douglas Intl","Douglas","United States","US",31.466667,-109.600000,67,"Verenigde Staten",\N,5823516,6252001
"BIH","Bishop","Bishop","United States","US",37.366667,-118.350000,67,"Verenigde Staten",\N,5328808,6252001
"FNT","Bishop International Airport","Flint","United States","US",42.965556,-83.743611,67,"Verenigde Staten","Flint",4992982,6252001
"BIS","Bismarck","Bismarck","United States","US",46.783333,-100.750000,67,"Verenigde Staten","Bismarck",5688025,6252001
"SPF","Black Hills","Spearfish","United States","US",44.483333,-103.850000,67,"Verenigde Staten",\N,5769288,6252001
"MBL","Blacker","Manistee","United States","US",44.266667,-86.250000,67,"Verenigde Staten",\N,5000611,6252001
"BKT","Blackstone AAF","Blackstone","United States","US",37.083333,-77.950000,67,"Verenigde Staten",\N,4930738,6252001
"BWL","Blackwell","Blackwell","United States","US",36.800000,-97.283333,67,"Verenigde Staten",\N,4530866,6252001
"BWS","Blaine","Blaine","United States","US",48.966667,-122.833333,67,"Verenigde Staten",\N,5787475,6252001
"BSI","Blairsville","Blairsville","United States","US",40.433333,-79.266667,67,"Verenigde Staten",\N,5180834,6252001
"BYW","Blakely Island","Blakely Island","United States","US",48.583333,-122.833333,67,"Verenigde Staten",\N,\N,6252001
"BDG","Blanding","Blanding","United States","US",37.583333,-109.483333,67,"Verenigde Staten",\N,5535484,6252001
"BID","Block Island","Block Island","United States","US",41.169444,-71.583333,67,"Verenigde Staten",\N,\N,6252001
"BMG","Bloomington","Bloomington","United States","US",39.133333,-86.616667,67,"Verenigde Staten",\N,5329408,6252001
"CNK","Blosser Municipal","Concordia","United States","US",39.550000,-97.650000,67,"Verenigde Staten",\N,5096867,6252001
"BLU","Blue Canyon","Blue Canyon","United States","US",51.181111,-3.401389,67,"Verenigde Staten",\N,\N,6252001
"BFB","Blue Fox Bay","Blue Fox Bay","United States","US",58.183333,-152.133333,67,"Verenigde Staten",\N,\N,6252001
"LEX","Blue Grass","Lexington","United States","US",38.036389,-84.605833,67,"Verenigde Staten",\N,5160635,6252001
"LSD","Blue Grass Station Army Heliport","Lexington, KY","United States","US",38.083333,-84.316667,67,"Verenigde Staten",\N,5160635,6252001
"BLH","Blythe","Blythe","United States","US",33.616667,-114.716667,67,"Verenigde Staten",\N,5329649,6252001
"BYH","Blytheville AFB","Blytheville","United States","US",-13.250000,130.700000,67,"Verenigde Staten",\N,4102412,6252001
"IAN","Bob Barker Memorial","Kiana","United States","US",66.983333,-160.416667,67,"Verenigde Staten",\N,\N,6252001
"BUR","Bob Hope","Burbank","United States","US",34.200000,-118.350000,67,"Verenigde Staten",\N,5788497,6252001
"CEW","Bob Sikes","Crestview","United States","US",30.783333,-86.516667,67,"Verenigde Staten",\N,4152311,6252001
"BFI","Boeing Field/King County International Airport","Seattle","United States","US",47.530000,-122.301944,67,"Verenigde Staten","Seattle",5809844,6252001
"ASH","Boire Field","Nashua, NH","United States","US",42.781667,-71.514722,67,"Verenigde Staten",\N,5090046,6252001
"BOI","Boise Air Terminal/Gowen Field","Boise, ID","United States","US",43.564444,-116.222778,67,"Verenigde Staten","Boise",5586437,6252001
"BOF","Bolling AFB","Washington","United States","US",49.000000,-72.500000,67,"Verenigde Staten",\N,5549222,6252001
"SYI","Bomar Field","Shelbyville","United States","US",35.566667,-86.450000,67,"Verenigde Staten",\N,4657077,6252001
"BNW","Boone","Boone","United States","US",42.066667,-93.883333,67,"Verenigde Staten",\N,4849051,6252001
"HRO","Boone County","Harrison","United States","US",36.228333,-93.109722,67,"Verenigde Staten",\N,5120095,6252001
"BGD","Borger","Borger","United States","US",35.650000,-101.400000,67,"Verenigde Staten",\N,5517469,6252001
"RLU","Bornite Upper","Bornite","United States","US",67.100000,-156.933333,67,"Verenigde Staten",\N,\N,6252001
"BXS","Borrego Springs","Borrego Springs","United States","US",33.250000,-116.316667,67,"Verenigde Staten",\N,5330143,6252001
"JBC","Boston City Heliport","Boston","United States","US",42.343889,-71.049444,67,"Verenigde Staten","Boston",4930956,6252001
"BSW","Boswell Bay","Boswell Bay","United States","US",60.400000,-146.133333,67,"Verenigde Staten",\N,\N,6252001
"BLD","Boulder City","Boulder City","United States","US",8.734444,-9.798611,67,"Verenigde Staten",\N,5500539,6252001
"BYA","Boundary","Boundary","United States","US",64.083333,-141.116667,67,"Verenigde Staten",\N,\N,6252001
"JNU","Boundary Bay","Juneau","United States","US",58.350000,-134.583333,67,"Verenigde Staten","Juneau",5554072,6252001
"HQM","Bowerman","Hoquiam","United States","US",46.966667,-123.933333,67,"Verenigde Staten",\N,5797693,6252001
"ELN","Bowers Field","Ellensburg","United States","US",47.033333,-120.533333,67,"Verenigde Staten",\N,5793639,6252001
"BWM","Bowman","Bowman","United States","US",46.133333,-103.583333,67,"Verenigde Staten",\N,5688127,6252001
"LOU","Bowman Field Airport","Louisville","United States","US",38.227778,-85.663611,67,"Verenigde Staten",\N,5429522,6252001
"BXC","Boxborough","Boxborough","United States","US",42.483611,-71.535278,67,"Verenigde Staten",\N,\N,6252001
"POC","Brackett Field","La Verne","United States","US",34.083333,-117.783333,67,"Verenigde Staten",\N,5364134,6252001
"BFD","Bradford","Bradford","United States","US",41.800000,-78.633333,67,"Verenigde Staten",\N,5221030,6252001
"BDL","Bradley International","Windsor Locks, CT","United States","US",41.938889,-72.683333,67,"Verenigde Staten",\N,4845926,6252001
"BSF","Bradshaw AAF","Pohakuloa","United States","US",66.150000,25.866667,67,"Verenigde Staten",\N,\N,6252001
"HFD","Brainard","Hartford","United States","US",41.766667,-72.683333,67,"Verenigde Staten",\N,5255628,6252001
"BRD","Brainerd Lakes Regional","Brainerd, MN","United States","US",46.401667,-94.135556,67,"Verenigde Staten",\N,5019116,6252001
"BWC","Brawley","Brawley","United States","US",32.983333,-115.516667,67,"Verenigde Staten",\N,5330567,6252001
"LJN","Brazoria County","Lake Jackson","United States","US",29.033333,-95.450000,67,"Verenigde Staten",\N,4704628,6252001
"PWT","Bremerton","Bremerton","United States","US",47.483333,-122.750000,67,"Verenigde Staten",\N,5788054,6252001
"KTS","Brevig Mission","Teller Mission","United States","US",65.333333,-166.483333,67,"Verenigde Staten",\N,\N,6252001
"HDE","Brewster Field","Holdrege","United States","US",40.433333,-99.366667,67,"Verenigde Staten",\N,5070216,6252001
"BMC","Brigham City","Brigham City","United States","US",41.533333,-112.050000,67,"Verenigde Staten",\N,5771960,6252001
"BDX","Broadus","Broadus","United States","US",45.450000,-105.416667,67,"Verenigde Staten",\N,\N,6252001
"BBW","Broken Bow","Broken Bow","United States","US",41.400000,-99.633333,67,"Verenigde Staten",\N,5064638,6252001
"WBI","Broker Inn","Boulder","United States","US",-30.783333,121.483333,67,"Verenigde Staten",\N,5641473,6252001
"WSH","Brookhaven","Shirley","United States","US",40.783333,-72.916667,67,"Verenigde Staten",\N,5138022,6252001
"BKX","Brookings","Brookings","United States","US",44.300000,-96.816667,67,"Verenigde Staten",\N,5715905,6252001
"BOK","Brookings State","Brookings","United States","US",42.050000,-124.283333,67,"Verenigde Staten",\N,5715905,6252001
"RBH","Brooks Lodge","Brooks Lodge","United States","US",58.550000,-155.800000,67,"Verenigde Staten",\N,\N,6252001
"SDM","Brown Field Municipal","San Diego","United States","US",32.572222,-116.980000,67,"Verenigde Staten","San Diego",5391811,6252001
"EPG","Browns","Weeping Water","United States","US",40.866667,-96.133333,67,"Verenigde Staten",\N,5081518,6252001
"BWD","Brownwood","Brownwood","United States","US",31.800000,-98.950000,67,"Verenigde Staten",\N,4676798,6252001
"NEA","Brunswick Golden Isles","Glynco","United States","US",51.679444,-3.628056,67,"Verenigde Staten",\N,\N,6252001
"FRN","Bryant AAF","Fort Richardson","United States","US",19.833333,-72.500000,67,"Verenigde Staten",\N,\N,6252001
"BCE","Bryce","Bryce","United States","US",37.700000,-112.150000,67,"Verenigde Staten",\N,\N,6252001
"CCR","Buchanan Fld","Concord","United States","US",37.983333,-122.052778,67,"Verenigde Staten","Concord",5339111,6252001
